news_outlet;provenance;query_keywords;creation_date;last_modified;crawl_date;author_person;author_organization;news_keywords;content_title;content_description;content_body;Fake News;Extreme bias;clickbait;credible
krone;https://www.krone.at/3457552;demo, schi, us, sp, rna, spo, ns, amerika, usa, familie, ss;14.07.2024;;22.10.2024;;;;Donald Trump überlebt Attentatversuch knapp;Donald Trump ist bei einer Wahlkampfveranstaltung in Pennsylvania beinahe umgebracht worden. Die US-Bundespolizei FBI stuft den Vorfall offiziell als ...;;;;;
krone;https://www.krone.at/3086707;schi, us, sp, leiche, ns, politik, ss, annalena baerbock, olaf scholz, angela merkel;15.08.2023;;22.10.2024;;;;Neue Fliegerpanne: Deutsche Ministerin sitzt fest;Die deutsche Außenministerin Annalena Baerbock ist auch beim zweiten Anlauf mit dem Versuch gescheitert, mit der Flugbereitschaft der deutschen ...;;;;;
krone;https://www.krone.at/3409629;grenzen, christ, us, hamas, sp, ns, israel, familie, ss;08.06.2024;;22.10.2024;;;;Gaza wie Apokalypse, EU-Chefdiplomat entsetzt;Der Generalsekretär der Hilfsorganisation Ärzte ohne Grenzen hat die Situation im Gazastreifen mit drastischen Worten beschrieben und scharfe Kritik ...;;;;;
krone;https://www.krone.at/3209444;schi, us, hamas, sp, spo, krieg, ns, israel, amerika, terror, ss;04.01.2024;;22.10.2024;;;;Hisbollah-Raketen: Israel kontert mit Luftschlägen;Vor der Beisetzung des mutmaßlich von Israel getöteten zweithöchsten Anführers der Hamas, Saleh al-Arouri, im Libanon hat die Hisbollah am Donnerstag ...;;;;;
krone;https://www.krone.at/3304854;schi, us, regierung, sp, krieg, övp, frankreich, ukraine, ns, usa, terror, ss, karl nehammer;22.03.2024;;22.10.2024;;;;Russische Vermögen werden für Waffenkauf benutzt;Die EU-Staats- und Regierungschefs haben sich in der umstrittenen Frage, die Erträge aus eingefrorenen russischen Vermögen für Waffen- und ...;;;;;
krone;https://www.krone.at/3559038;sp, us, ss, ns;14.10.2024;;22.10.2024;;;;„Philipp bewegt“: Aktiver Start in die neue Woche;  „Der Montag wird gleich etwas intensiver werden“, lässt Philipp, Vorturner der Nation, zu Beginn der Sendung seine Mitturner wissen. Die ganze ...;;;;;
krone;https://www.krone.at/2957872;us, regierung, sp, rna, krieg, ukraine, ns, terror, ss;17.03.2023;;22.10.2024;;;;Den Haag: Putin jetzt offiziell Kriegsverbrecher!;Der Internationale Strafgerichtshof (IStGH) in Den Haag hat am Freitag Haftbefehl gegen Russlands Präsident Wladimir Putin erlassen. Er warf ihm vor, ...;;;;;
krone;https://www.krone.at/2072543;us, regierung, sp, övp, frankreich, usa, ns, terror, ss, sebastian kurz;05.01.2020;;22.10.2024;;;;Iran will jetzt Uran ohne Einschränkung anreichern;Der Iran wird wie angekündigt seine Urananreicherung entsprechend seinen Bedürfnissen ohne Einschränkungen betreiben. Das teilte das staatliche ...;;;;;
krone;https://www.krone.at/2075752;schi, us, regierung, sp, rna, krieg, ns, amerika, usa, terror, ss;10.01.2020;;22.10.2024;;;;USA verhängen neue Sanktionen gegen Teheran;Nach den iranischen Angriffen auf US-Truppen im Irak haben die USA weitere Wirtschaftssanktionen gegen Teheran verhängt. Das teilten US-Außenminister ...;;;;;
krone;https://www.krone.at/3348864;us, regierung, hamas, sp, rna, syrien, ns, israel, usa, ss, vereinte nationen;24.04.2024;;22.10.2024;;;;Deutschland nimmt Zahlungen an UNRWA wieder auf;Deutschland will die Zusammenarbeit mit dem UN-Palästinenserhilfswerk (UNRWA) im Gazastreifen fortsetzen, wurde am Mittwoch bekannt. Hintergrund ...;;;;;
krone;https://www.krone.at/2350504;demo, schi, us, sp, islamisch, rna, frankreich, ns, usa, ss;23.02.2021;;22.10.2024;;;;Iran: Undeklariertes Atommaterial – IAEO „besorgt“;Die Internationale Atomenergiebehörde (IAEA/IAEO) hat sich „zutiefst besorgt“ über mögliches Atommaterial an einem nicht deklarierten Standort im ...;;;;;
krone;https://www.krone.at/3450474;schi, us, regierung, hamas, waffenruhe, sp, islamisch, rna, krieg, ns, israel, usa, terror, ss;09.07.2024;;22.10.2024;;;;Schwere Kämpfe im Norden Gazas nehmen kein Ende;Ein erneutes Aufflammen intensiver Kämpfe zwischen der israelischen Armee und der islamistischen Hamas im Norden des Gazastreifens überschattet die ...;;;;;
krone;https://www.krone.at/3458050;us, sp, rna, ns, ss;14.07.2024;;22.10.2024;;;;Sprengstoff im Auto von Trump-Attentäter entdeckt;Nach dem Attentat auf Donald Trump haben Sicherheitskräfte im Auto des Attentäters, das in der Nähe des Tatortes sichergestellt werden konnte, und im ...;;;;;
krone;https://www.krone.at/3458378;demo, schi, us, regierung, sp, rechtsstaatlichkeit, ns, amerika, usa, ss;15.07.2024;;22.10.2024;;;;Wahlurnen statt Kugeln: Biden mahnt US-Bürger;US-Präsident Joe Biden hat sich nach dem Attentat auf Donald Trump an die Nation gewandt. Bei der seltenen Ansprache aus dem Oval Office rief der ...;;;;;
krone;https://www.krone.at/3527190;schi, us, regierung, sp, rna, krieg, spo, ukraine, ns, politik, ss;16.09.2024;;22.10.2024;;;;Versuchtes Trump-Attentat: Was wir bisher wissen;Zunächst berichtete Donald Trumps Wahlkampfteam von Schüssen „in der Nähe“ des früheren US-Präsidenten – dann meldete sich das FBI zu Wort: Die ...;;;;;
krone;https://www.krone.at/3459751;us, sp, usa, ns, politik, familie, ss;16.07.2024;;22.10.2024;;;;Secret Service sichert nach Desaster Aufklärung zu;Der massiv in die Kritik geratene Secret Service hat seine Kooperation bei einer unabhängigen Untersuchung des Attentats auf Donald Trump ...;;;;;
krone;https://www.krone.at/2981054;schi, us, regierung, sp, rna, krieg, leiche, spo, ukraine, ns, amerika, familie, ss;14.04.2023;;22.10.2024;;;;Dieser Fehler wurde dem US-Maulwurf zum Verhängnis;Ein 21-jähriger Soldat wurde im spektakulären Fall des US-Datenlecks vor laufenden Kameras festgenommen. Jack Teixeira ist offenbar der Maulwurf ...;;;;;
krone;https://www.krone.at/3105509;schi, us, sp, rna, krieg, ukraine, ns, ss;06.09.2023;;22.10.2024;;;;Blutbad in Ostukraine: 16 Tote auf Markt;In der Ostukraine hat es ukrainischen Angaben zufolge ein Blutbad gegeben. Bei einem russischen Angriff auf die Stadt Kostjantyniwka in der ...;;;;;
krone;https://www.krone.at/3457533;demo, schi, us, sp, rna, ns, usa, politik, ss, tesla;14.07.2024;;22.10.2024;;;;Streifschuss! Leibwächter schützen blutenden Trump;Schockmomente bei einer Kundgebung von Donald Trump im US-Staat Pennsylvania: Plötzlich waren Knallgeräusche zu hören, sofort wurde der ...;;;;;
krone;https://www.krone.at/2979385;demo, europa, us, regierung, sp, rna, krieg, frankreich, ukraine, ns, usa, politik, afrika, linke, ss, annalena baerbock;13.04.2023;;22.10.2024;;;;In China gelandet: Baerbock auf Macrons Spuren;Äußerungen am Rande des Staatsbesuchs von Frankreichs Präsident Emmanuel Macron bei seinem chinesischen Amtskollegen Xi Jinping in der Vorwoche haben ...;;;;;
krone;https://www.krone.at/3409027;schi, us, regierung, hamas, sp, krieg, övp, ns, israel, familie, terror, ss, karl nehammer;08.06.2024;;22.10.2024;;;;Israelische Spezialeinheiten retten vier Geiseln;Die israelische Armee hat offenbar vier Geiseln aus den Fängen der Hamas befreien können. Die Personen konnten während einer waghalsigen Operation im ...;;;;;
krone;https://www.krone.at/3208089;schi, us, hamas, sp, ns, israel, usa, ss;02.01.2024;;22.10.2024;;;;Beirut: Hamas-Vize bei Drohnenangriff getötet;Die Nummer zwei der islamistischen Palästinenserorganisation Hamas, Saleh al-Aruri, ist am Dienstag nach Angaben mehrerer Quellen bei einem Israel ...;;;;;
krone;https://www.krone.at/3304760;us, regierung, sp, krieg, eu-beitritt, integration, spd, övp, ukraine, ns, familie, terror, ss, olaf scholz, karl nehammer;21.03.2024;;22.10.2024;;;;EU: Beitrittsgespräche mit Bosnien beschlossen;Die EU-Staats- und Regierungschefs haben am Donnerstag in Brüssel offiziell die Aufnahme von Beitrittsgesprächen mit Bosnien-Herzegowina beschlossen. ...;;;;;
krone;https://www.krone.at/2957480;schi, us, regierung, sp, rna, krieg, ukraine, ns, amerika, usa, ss;17.03.2023;;22.10.2024;;;;Kreml ehrt Piloten nach Drohnenabsturz über Meer;Der russische Verteidigungsminister Sergej Schoigu will die russischen Piloten auszeichnen, die am Absturz der US-Militärdrohne über dem Schwarzen ...;;;;;
krone;https://www.krone.at/2072483;schi, us, regierung, sp, islamisch, krieg, leiche, ns, amerika, usa, nahost, terror, ss;05.01.2020;;22.10.2024;;;;Hisbollah-Chef droht USA mit Selbstmordattentaten;Die gezielte Tötung des Kommandeurs der iranischen Al-Quds-Brigaden, Kassem Soleimani, durch die USA im Irak sorgt weiter für Empörung. Diese ...;;;;;
krone;https://www.krone.at/2073800;schi, us, regierung, sp, krieg, ns, amerika, usa, terror, ss, vereinte nationen;08.01.2020;;22.10.2024;;;;Iran feuert Dutzende Raketen auf US-Stützpunkte;Der Iran hat nach eigenen Angaben zwei Militärstützpunkte im Irak angegriffen, in denen US-Soldaten stationiert sind. Der Angriff sei als Vergeltung ...;;;;;
krone;https://www.krone.at/3347360;us, klimakrise, sp, rna, krieg, ns, klima, amnesty, ss;24.04.2024;;22.10.2024;;;;Amnesty: „Völkerrecht weitgehend außer Kraft!”;Die Welt sieht sich den erschreckenden Folgen eskalierender Konflikte und fast vollständig gelähmten völkerrechtlichen Institutionen gegenüber. ...;;;;;
krone;https://www.krone.at/3547399;us, regierung, waffenruhe, sp, krieg, frankreich, ns, israel, amerika, usa, terror, ss;03.10.2024;;22.10.2024;;;;Hisbollah-Chef stimmte vor Tod Waffenruhe zu;Laut dem libanesischen Außenminister hat Hisbollah-Chef Hassan Nasrallah kurz vor seinem Tod eine Waffenruhe mit Israel gebilligt. Die pro-iranische ...;;;;;
krone;https://www.krone.at/2348681;schi, us, sp, islamisch, rna, leiche, ns, usa, ss;21.02.2021;;22.10.2024;;;;Iran lässt UNO-Atominspektoren vorerst arbeiten;Die Ankündigung des Iran, die Kooperation mit der Internationalen Atomenergiebehörde und deren Inspektoren einzuschränken, hat die Alarmglocken der ...;;;;;
krone;https://www.krone.at/3448602;us, regierung, hamas, waffenruhe, sp, rna, krieg, ns, israel, terror, ss;07.07.2024;;22.10.2024;;;;31 Tote bei israelischen Angriffen in Palästina;In Palästina sind bei neuen Kämpfen mindestens 31 Menschen ums Leben gekommen, darunter zwei kleine Kinder. Bombardiert wurden unter anderem ein Haus ...;;;;;
krone;https://www.krone.at/3457591;demo, schi, us, sp, leiche, ns, usa, ss;14.07.2024;;22.10.2024;;;;Trump-Attentat: Schütze drückte auf Dach den Abzug;Eine Nation steht unter Schock: Ein 20-Jähriger hat versucht, Donald Trump während eines Wahlkampfauftritts zu erschießen. Der Ex-Präsident entging ...;;;;;
krone;https://www.krone.at/3457685;demo, schi, us, sp, ns, israel, amerika, usa, politik, ss;14.07.2024;;22.10.2024;;;;Von Kennedy bis Trump: Gefährliche Kandidatur;Fünf US-Präsidenten wurden während ihrer Amtszeit ermordet, auf vier der letzten sechs gab es Attentate. Doch auch wer sich für das höchste ...;;;;;
krone;https://www.krone.at/3459504;us, sp, rna, ns, familie, afrika, ss;16.07.2024;;22.10.2024;;;;Trump trat nach Attentat erstmals öffentlich auf;Zwei Tage nach dem Attentat auf Donald Trump bei einer Wahlkampfveranstaltung im US-Staat Pennsylvania ist der 78-jährige Präsidentschaftskandidat ...;;;;;
krone;https://www.krone.at/3105270;grenzen, us, sp, rna, usa, ns, ss;06.09.2023;;22.10.2024;;;;Kiew spricht von Durchbruch, Russen von Taktik;Über eine Woche, nachdem die ukrainische Armee einen strategisch wichtigen Durchbruch der russischen Verteidigungslinie im Südosten des Landes ...;;;;;
krone;https://www.krone.at/3457127;europa, us, sp, ns, ss;13.07.2024;;22.10.2024;;;;Die NATO trotzt Putin und Trump;;;;;;
krone;https://www.krone.at/2976861;europa, us, sp, usa, ns, amerika, ss;09.04.2023;;22.10.2024;;;;Chinas Medien simulieren Raketenangriff auf Taiwan;Die Spannung rund um den Konflikt zwischen Taiwan und China spitzt sich weiter zu. China macht dabei keinerlei Hehl daraus, auch militärisch die ...;;;;;
krone;https://www.krone.at/3402655;demo, us, regierung, hamas, waffenruhe, sp, rna, krieg, ns, israel, usa, ss;04.06.2024;;22.10.2024;;;;Israel: Drittel der verbliebenen Geiseln ist tot!;Diese Nachricht dürfte Hinterbliebene ins Mark treffen: Die israelische Regierung geht davon aus, dass mehr als ein Drittel der noch im Gazastreifen ...;;;;;
krone;https://www.krone.at/3326706;europa, schi, us, regierung, hamas, sp, islamisch, familie, rna, krieg, ss, ns, israel, usa, muslim, terror, muslimisch;09.04.2024;;22.10.2024;;;;„Welt hat israelische Geiseln schon abgeschrieben“;Er ist die deutsche Stimme der israelischen Armee: Arye Sharuz Shalicar, Pressesprecher der Streitkräfte Israels, ist als Sohn persischer Juden in ...;;;;;
krone;https://www.krone.at/3561320;us, regierung, sp, rna, krieg, spo, ns, israel, amerika, usa, linke, ss, vereinte nationen;16.10.2024;;22.10.2024;;;;USA drohen Israel mit Kürzung der Militärhilfe;Die US-Regierung hat Israel aufgefordert, die humanitäre Lage im Gazastreifen zu verbessern. Andernfalls drohen mögliche Kürzungen der Militärhilfe. ...;;;;;
krone;https://www.krone.at/3563669;schi, us, sp, usa, ns, familie, ss;18.10.2024;;22.10.2024;;;;Louis Tomlinson gibt Liam Paynes Sohn Versprechen;Die Musikwelt steht unter Schock: Liam Payne, ehemaliges Mitglied der weltberühmten Band One Direction, ist mit nur 31 Jahren gestorben. Zurück ...;;;;;
krone;https://www.krone.at/3304500;us, regierung, hamas, sp, rna, krieg, eu-beitritt, övp, ukraine, ns, israel, ss, karl nehammer;21.03.2024;;22.10.2024;;;;„Mikrofon-Attacke“ auf Kanzler Nehammer bei Gipfel;Karl Nehammer (ÖVP) nimmt derzeit am EU-Gipfel in Brüssel teil. Am Donnerstagnachmittag passierte dort ein kleines Hoppala: Der Kanzler bekam während ...;;;;;
krone;https://www.krone.at/2955869;us, sp, krieg, ukraine, ns, amerika, usa, ss;15.03.2023;;22.10.2024;;;;Wettlauf zwischen USA und Russland um Bergung;Während nach dem Drohnen-Crash über dem Schwarzen Meer die gegenseitigen Schuldzuweisungen zwischen Moskau und Washington toben, versuchen nun sowohl ...;;;;;
krone;https://www.krone.at/2071512;europa, schi, us, regierung, hamas, sp, islamisch, spo, krieg, syrien, ns, israel, amerika, nahost, usa, terror, ss;03.01.2020;;22.10.2024;;;;Iran will Rache: USA rufen Bürger aus Irak zurück;Der Konflikt zwischen den USA und dem Iran spitzt sich gefährlich zu: Nach dem tödlichen US-Angriff auf den einflussreichen iranischen Elitegeneral ...;;;;;
krone;https://www.krone.at/2073352;us, sp, islamisch, rna, spo, ns, usa, terror, ss;07.01.2020;;22.10.2024;;;;Bundeswehr: Deutschland zieht Truppen aus Irak ab;Wegen der aktuellen Krise am Golf zieht Deutschland einen Großteil seiner Truppen aus dem Irak ab und verlegt die Soldaten nach Jordanien und Kuwait. ...;;;;;
krone;https://www.krone.at/2966981;demo, grenzen, schi, europa, us, regierung, sp, rna, krieg, övp, ukraine, ns, israel, syrien, amnesty, ss, vereinte nationen;28.03.2023;;22.10.2024;;;;Amnesty: „Doppelmoral“ bei Menschenrechten;Die Menschenrechtsorganisation Amnesty International beklagt eine „Doppelmoral des Westens.“ Russische Verbrechen würden etwa untersucht und ...;;;;;
krone;https://www.krone.at/2233972;us, regierung, rna, frankreich, usa, ns, politik, ss;20.09.2020;;22.10.2024;;;;USA drohen UNO-Staaten mit „Konsequenzen“;Die USA haben im Streit um UNO-Sanktionen gegen den Iran jenen Mitgliedsstaaten mit „Konsequenzen“ gedroht, die „ihrer Verpflichtung zur Umsetzung ...;;;;;
krone;https://www.krone.at/3363221;schi, us, regierung, hamas, waffenruhe, sp, rna, ns, israel, usa, terror, ss;04.05.2024;;22.10.2024;;;;Israel schickt vorerst kein Team zu Verhandlungen;Israels Regierung schickt vorerst kein Team zu den indirekten Verhandlungen mit der Hamas in Kairo. Eine Delegation werde erst entsandt, wenn die ...;;;;;
krone;https://www.krone.at/3457598;demo, schi, us, regierung, sp, rna, övp, ns, amerika, usa, politik, familie, ss, herbert kickl, karl nehammer;14.07.2024;;22.10.2024;;;;Trump: „Spürte, wie sich Kugel durch Haut bohrte“;Nach dem Mordversuch auf ihn bei der letzten Wahlkampfveranstaltung vor dem Parteitag, bei dem er offiziell zum Präsidentschaftskandidaten gekürt ...;;;;;
krone;https://www.krone.at/3457729;demo, schi, us, sp, ns, amerika, usa, familie, ss;14.07.2024;;22.10.2024;;;;Warum Trump nun kaum mehr zu stoppen ist;Wieder dürfte ein Attentat die US-Geschichte verändert haben. In diesem Fall beschleunigt: Joe Biden hat de facto keine Chancen mehr. Selbst ein ...;;;;;
krone;https://www.krone.at/3558851;schi, us, waffenruhe, sp, rna, krieg, ns, israel, ss;14.10.2024;;22.10.2024;;;;Waffenlager der Hisbollah nahe der UNO-Stützpunkte;Sie schießt auf Stützpunkte der UNO-Mission UNIFIL, verletzt dabei Blauhelmsoldaten und durchbricht sogar gewaltsam ein Einfahrtstor. Israel sieht ...;;;;;
krone;https://www.krone.at/3459466;demo, schi, us, regierung, solarenergie, klimawandel, migration, sp, spo, ns, elektromobilität, usa, familie, klima, ss;15.07.2024;;22.10.2024;;;;Trump offiziell für Präsidentenwahl nominiert;Überschattet vom Attentat hat der Parteitag der US-Republikaner in Milwaukee im US-Staat Wisconsin offiziell begonnen. Die Republikanische Partei hat ...;;;;;
krone;https://www.krone.at/3102696;rki, schi, us, regierung, sp, rna, krieg, spo, ukraine, ns, terror, ss;03.09.2023;;22.10.2024;;;;Erste Verteidigungslinie der Russen durchbrochen;Die Gegenoffensive der ukrainischen Streitkräfte zeitigt offenbar deutliche Erfolge: Nach Angaben des Brigadegenerals Oleksander Tarnawskyj in der ...;;;;;
krone;https://www.krone.at/3455211;us, regierung, hamas, sp, krieg, ukraine, ns, israel, amerika, nahost, usa, terror, ss;12.07.2024;;22.10.2024;;;;NATO-Gipfel endet mit ungarischem Wutausbruch;Der NATO-Gipfel in Washington ist offenbar mit einer ungarischen Ansage zu Ende gegangen. Ungarns Regierung hat den NATO-Partnern zum Abschluss des ...;;;;;
krone;https://www.krone.at/2976632;schi, us, sp, krieg, usa, ns, ss;09.04.2023;;22.10.2024;;;;China übt vor Taiwan Angriffe auf „Schlüsselziele“;China hat dem staatlichen TV-Sender CCTV zufolge am zweiten Tag seiner Militärmanöver rund um Taiwan Angriffe auf wichtige Ziele auf der Insel geübt. ...;;;;;
krone;https://www.krone.at/3397123;demo, schi, us, regierung, hamas, sp, islamisch, krieg, ns, israel, politik, ss;30.05.2024;;22.10.2024;;;;Opposition droht mit Ende von Kriegsregierung;In Israel fordert die oppositionelle Partei von Ex-Verteidigungsminister Benny Gantz Neuwahlen. Der dem Kriegskabinett von Ministerpräsident Benjamin ...;;;;;
krone;https://www.krone.at/3324311;us, regierung, hamas, sp, rna, ns, israel, usa, ss;06.04.2024;;22.10.2024;;;;Biden bat Gaza-Vermittler um Druck auf Hamas;US-Präsident Joe Biden hat Medienberichten zufolge die Vermittler Katar und Ägypten persönlich um Druck auf die militante Palästinenser-Organisation ...;;;;;
krone;https://www.krone.at/3563485;schi, us, sp, rna, usa, ns, ss;18.10.2024;;22.10.2024;;;;One Direction über Liams Tod am Boden zerstört;Nach dem tragischen Tod von dem Mitglied der Boyband One Direction Liam Payne hat sich nun auch die Gruppe völlig aufgelöst zu Wort gemeldet. Der ...;;;;;
krone;https://www.krone.at/3562505;schi, us, sp, krieg, ns, amerika, familie, ss;17.10.2024;;22.10.2024;;;;Sohn in Nachruf: „Papa ist jetzt Gottes Problem!“;Ein ungewöhnlich komischer Nachruf geht derzeit viral: Charles Boehm hat in einer Zeitung seinen Vater Robert mit teils sarkastischen, teils auch ...;;;;;
krone;https://www.krone.at/2955204;europa, us, sp, rna, krieg, ukraine, ns, amerika, usa, afrika, ss;14.03.2023;;22.10.2024;;;;US-Drohne kollidierte mit russischem Kampfjet;Über dem Schwarzen Meer ist es am Dienstag zu einer gefährlichen Kollision zwischen einem russischen Kampfjet und einer amerikanischen Drohne ...;;;;;
krone;https://www.krone.at/2070554;demo, us, regierung, sp, usa, ns, amerika, ss;01.01.2020;;22.10.2024;;;;Trump: Iran steckt hinter Sturm auf US-Botschaft;US-Präsident Donald Trump sieht den Iran als Drahtzieher hinter dem Angriff von Demonstranten auf die amerikanische Botschaft in der irakischen ...;;;;;
krone;https://www.krone.at/3562651;us, regierung, sp, rna, ns, israel, amerika, terror, ss;17.10.2024;;22.10.2024;;;;Israel: UNIFIL-Soldaten „keine Ziele“ für Militär;Nach wiederholter Gewalt gegen Soldaten der UNO-Friedensmission im Libanon (UNIFIL) hat die israelische Armee zugesichert, dass die UNO-Blauhelme ...;;;;;
krone;https://www.krone.at/2073078;demo, schi, europa, us, sp, islamisch, krieg, ns, amerika, usa, terror, linke, ss;07.01.2020;;22.10.2024;;;;Hunderte demonstrierten in Wien für Soleimani;„Opfer des Meuchelmordes“ und „Symbol des Kampfes gegen den IS“ - mit diesen Worten wurde bei der „Mahnwache zum Schutz des Weltfriedens“ am ...;;;;;
krone;https://www.krone.at/2878788;demo, schi, us, regierung, sp, neos, rna, rechtsstaatlichkeit, övp, ukraine, ns, politik, ss, vereinte nationen;10.12.2022;;22.10.2024;;;;Menschenrechte stehen weltweit massiv unter Druck;Am 10. Dezember ist der Internationale Tag der Menschenrechte. An diesem Tag verabschiedeten die Vereinten Nationen 1948 die Allgemeine Erklärung der ...;;;;;
krone;https://www.krone.at/2232607;us, regierung, rna, usa, ns, politik, ss;18.09.2020;;22.10.2024;;;;USA wollen Waffenhandel mit dem Iran bestrafen;US-Präsident Donald Trump möchte die wirtschaftlichen Daumenschrauben offenbar weiter anziehen und plant laut Medienberichten Strafen für ...;;;;;
krone;https://www.krone.at/3360868;us, hamas, sp, rna, krieg, ukraine, ns, israel, ss, vereinte nationen;02.05.2024;;22.10.2024;;;;Gaza-Zerstörung: „Seit 1945 nicht mehr gesehen“;Israels Angriffe im Gazastreifen haben nach Einschätzung der UNO-Entwicklungsagentur UNDP die schwersten Zerstörungen einer Region seit dem Zweiten ...;;;;;
krone;https://www.krone.at/3362619;us, waffenruhe, hamas, sp, rna, krieg, ns, israel, usa, terror, linke, ss;04.05.2024;;22.10.2024;;;;Israel-Ultimatum: Plötzlich Bewegung im Gaza-Poker;Vor einer neuen Verhandlungsrunde im Gaza-Krieg hat die islamistische Hamas ein Einlenken signalisiert. Es gebe zwar noch Punkte zu besprechen und ...;;;;;
krone;https://www.krone.at/3455315;demo, us, sp, usa, ns, ss;12.07.2024;;22.10.2024;;;;Michael Douglas entzieht Biden die Unterstützung;Dass sich George Clooney in einer Gastkolumne in der New York Times dafür aussprach, dass Joe Biden den Hut nimmt, war für den Präsidenten ein echter ...;;;;;
krone;https://www.krone.at/3458234;us, sp, krieg, ukraine, ns, amerika, usa, politik, ss;15.07.2024;;22.10.2024;;;;Schuss aus 137 m: „Da wird das Ziel sehr klein“;Aus 137 Meter Entfernung feuerte der Attentäter auf Ex-Präsident Donald Trump. Die „Krone“ sprach mit dem Direktor des „Einsatzkommandos ...;;;;;
krone;https://www.krone.at/3101592;rki, schi, us, regierung, sp, ukraine, ns, ss, vereinte nationen;01.09.2023;;22.10.2024;;;;Putin und Erdogan verhandeln ab Montag wieder;Der russische Präsident Wladimir Putin und der türkische Staatschef Recep Tayyip Erdogan wollen am Montag wieder über einen Neustart des ...;;;;;
krone;https://www.krone.at/3455029;schi, us, regierung, sp, rna, krieg, ukraine, ns, usa, terror, ss;11.07.2024;;22.10.2024;;;;Russen wollten deutschen Rüstungs-Manager töten;Die russische Regierung soll Anfang des Jahres vorgehabt haben, den Rheinmetall-Chef Armin Papperger zu ermorden. Zum Hintergrund: Der deutsche ...;;;;;
krone;https://www.krone.at/3454974;schi, us, regierung, sp, ns, ss;11.07.2024;;22.10.2024;;;;Schwedische Minister meiden nun ungarischen Boden;Als Reaktion auf Alleingänge des ungarischen Regierungschefs Viktor Orbán zu Beginn der EU-Ratspräsidentschaft seines Landes – Treffen mit Russlands ...;;;;;
krone;https://www.krone.at/90013555525;schi, us, sp, usa, ns, ss;14.10.2024;;22.10.2024;;;;Überraschend! So viel verdient Klopp bei Red Bull;Als neuer „Global Head of Soccer“ von Red Bull hat Jürgen Klopp wohl deutliche Einbußen in Kauf genommen. Demnach soll der Deutsche bei Liverpool ...;;;;;
krone;https://www.krone.at/3397038;europa, schi, us, regierung, sp, islamisch, krieg, ns, israel, usa, terror, ss;30.05.2024;;22.10.2024;;;;Mossad fürchtet Anschläge vor Olympischen Spielen;Israels Auslandsgeheimdienst Mossad warnt nach Medienberichten vor Terror gegen jüdische und israelische Einrichtungen vor den Olympischen Spielen in ...;;;;;
krone;https://www.krone.at/3322692;us, regierung, sp, krieg, ns, israel, usa, politik, linke, ss;05.04.2024;;22.10.2024;;;;Israel: Hilfe für Palästinenser wird aufgestockt;"Israel will ""sofortige Schritte"" zur Erhöhung der humanitären Hilfe für die kriegsgebeutelte Zivilbevölkerung im Gazastreifen ergreifen. ...";;;;;
krone;https://www.krone.at/3562737;us, sp, usa, ns, amerika, ss;17.10.2024;;22.10.2024;;;;Darum reiste Liam Payne vor Tod nach Argentinien;Trauer um Liam Payne: Der Sänger stürzte vom Balkon seines Hotelzimmers in den Tod. In einem Video, das er zwei Wochen zuvor veröffentlicht hatte, ...;;;;;
krone;https://www.krone.at/3324297;us, hamas, sp, ns, israel, usa, familie, terror, ss;06.04.2024;;22.10.2024;;;;Israels Armee tötete „höchstwahrscheinlich“ Geisel;Eine am 7. Oktober von der militanten Palästinenser-Organisation Hamas verschleppte weibliche Geisel ist „höchstwahrscheinlich“ am Tag ihrer ...;;;;;
krone;https://www.krone.at/2928714;us, sp, usa, ns, ss;13.02.2023;;22.10.2024;;;;USA rufen Bürger in Russland zur Ausreise auf;Die USA haben ihre Bürger zum wiederholten Male dazu aufgerufen, Russland unverzüglich zu verlassen. Es bestehe die Gefahr einer willkürlichen ...;;;;;
krone;https://www.krone.at/2070526;demo, schi, us, sp, ns, amerika, usa, ss;31.12.2019;;22.10.2024;;;;US-Armee setzt Kampfhubschrauber im Irak ein;Die US-Armee hat nach dem Sturm auf die Botschaft in Bagdad Kampfhubschrauber eingesetzt. „Wir haben angemessene Schutzmaßnahmen ergriffen, um die ...;;;;;
krone;https://www.krone.at/2812768;rki, us, regierung, sp, rna, krieg, leiche, ukraine, ns, amnesty, ss;20.09.2022;;22.10.2024;;;;Amnesty bekommt keinen Zugang zu Gräbern in Isjum;Die Menschenrechtsorganisation Amnesty International hat keine Möglichkeit, die Berichte über mutmaßliche Kriegsverbrechen in Isjum zu überprüfen. ...;;;;;
krone;https://www.krone.at/2734694;europa, us, regierung, sp, krieg, ukraine, ns, ss;14.06.2022;;22.10.2024;;;;Russlands Gesetze verstoßen gegen Menschenrechte;Russlands Gesetzgebung zu „ausländischen Agenten“ verstößt dem Europäischen Gerichtshof für Menschenrechte zufolge gegen die Versammlungsfreiheit und ...;;;;;
krone;https://www.krone.at/3359584;rki, us, hamas, sp, rna, krieg, ns, israel, amerika, afrika, ss;02.05.2024;;22.10.2024;;;;Türkei will sich Klage gegen Israel anschließen;Die Türkei will sich der von Südafrika beim Internationalen Gerichtshof eingebrachten Völkermord-Klage gegen Israel anschließen. Außenminister Hakan ...;;;;;
